firstName,lastName,Team,Position,college,Age,overallRating,birthdate,height,weight,handedness,Jersey Number,yearsPro,X-Factor,Superstar 1,Superstar 2,Superstar 3,Superstar 4,Superstar 5,Archetype,Position Type,stats/acceleration/value,stats/acceleration/diff,stats/agility/value,stats/agility/diff,stats/jumping/value,stats/jumping/diff,stats/stamina/value,stats/stamina/diff,stats/strength/value,stats/strength/diff,stats/awareness/value,stats/awareness/diff,stats/bCVision/value,stats/bCVision/diff,stats/blockShedding/value,stats/blockShedding/diff,stats/breakSack/value,stats/breakSack/diff,stats/breakTackle/value,stats/breakTackle/diff,stats/carrying/value,stats/carrying/diff,stats/catchInTraffic/value,stats/catchInTraffic/diff,stats/catching/value,stats/catching/diff,stats/changeOfDirection/value,stats/changeOfDirection/diff,stats/deepRouteRunning/value,stats/deepRouteRunning/diff,stats/finesseMoves/value,stats/finesseMoves/diff,stats/hitPower/value,stats/hitPower/diff,stats/impactBlocking/value,stats/impactBlocking/diff,stats/injury/value,stats/injury/diff,stats/jukeMove/value,stats/jukeMove/diff,stats/kickAccuracy/value,stats/kickAccuracy/diff,stats/kickPower/value,stats/kickPower/diff,stats/kickReturn/value,stats/kickReturn/diff,stats/leadBlock/value,stats/leadBlock/diff,stats/manCoverage/value,stats/manCoverage/diff,stats/mediumRouteRunning/value,stats/mediumRouteRunning/diff,stats/overall/value,stats/overall/diff,stats/passBlock/value,stats/passBlock/diff,stats/passBlockFinesse/value,stats/passBlockFinesse/diff,stats/passBlockPower/value,stats/passBlockPower/diff,stats/playAction/value,stats/playAction/diff,stats/playRecognition/value,stats/playRecognition/diff,stats/powerMoves/value,stats/powerMoves/diff,stats/press/value,stats/press/diff,stats/pursuit/value,stats/pursuit/diff,stats/release/value,stats/release/diff,stats/runBlock/value,stats/runBlock/diff,stats/runBlockFinesse/value,stats/runBlockFinesse/diff,stats/runBlockPower/value,stats/runBlockPower/diff,stats/runningStyle/value,stats/runningStyle/diff,stats/shortRouteRunning/value,stats/shortRouteRunning/diff,stats/spectacularCatch/value,stats/spectacularCatch/diff,stats/speed/value,stats/speed/diff,stats/spinMove/value,stats/spinMove/diff,stats/stiffArm/value,stats/stiffArm/diff,stats/tackle/value,stats/tackle/diff,stats/throwAccuracyDeep/value,stats/throwAccuracyDeep/diff,stats/throwAccuracyMid/value,stats/throwAccuracyMid/diff,stats/throwAccuracyShort/value,stats/throwAccuracyShort/diff,stats/throwOnTheRun/value,stats/throwOnTheRun/diff,stats/throwPower/value,stats/throwPower/diff,stats/throwUnderPressure/value,stats/throwUnderPressure/diff,stats/toughness/value,stats/toughness/diff,stats/trucking/value,stats/trucking/diff,stats/zoneCoverage/value,stats/zoneCoverage/diff
Derwin,James Jr,Los Angeles Chargers,SS,Florida State,29,94,8/3/96,74,215,0,3,7,Reinforcement,Unfakeable,Flat Zone KO,Lumberjack,,,Run Support - S,Defense,91,0,88,0,93,0,95,0,80,0,95,2,73,0,66,0,24,0,59,0,72,0,56,0,78,0,86,0,17,0,67,0,92,0,73,0,89,0,77,0,15,0,19,0,78,0,20,0,84,0,22,0,94,1,35,0,35,0,35,0,15,0,94,2,69,0,83,0,91,0,24,0,35,0,35,0,35,0,Default Stride Loose,0,27,0,67,0,90,0,67,0,47,0,80,0,10,0,13,0,18,0,22,0,34,0,10,0,91,0,46,0,84,0
Jalen,Ramsey,Pittsburgh Steelers,CB,Florida State,30,94,10/24/94,73,208,1,5,9,Bottleneck,One Step Ahead,Acrobat,Bench Press,,,Manto Man - CB,Defense,93,0,90,0,94,0,94,0,71,0,96,0,72,0,50,0,34,0,68,0,71,0,55,0,83,0,89,0,12,0,41,0,82,0,65,0,90,0,78,0,17,0,18,0,80,0,22,0,91,0,24,0,94,0,21,0,34,0,33,0,16,0,94,0,35,0,98,0,79,0,27,0,34,0,34,0,33,0,Short Stride Default,0,36,0,72,0,94,0,69,0,57,0,71,0,21,0,26,0,33,0,24,0,27,0,17,0,90,0,42,0,90,0
Laremy,Tunsil,Washington Commanders,LT,Ole Miss,31,94,8/2/94,77,313,1,78,9,Screen Protector,Secure Protector,,,,,Pass Protector - OT,Offense,68,0,67,0,71,0,90,0,92,0,94,0,18,0,27,0,12,0,12,0,31,0,22,0,26,0,53,0,6,0,14,0,26,0,94,0,92,0,17,0,17,0,20,0,9,0,85,0,11,0,9,0,94,0,94,0,93,0,95,0,6,0,18,0,18,0,9,0,29,0,22,0,82,0,83,0,82,0,Default Stride Awkward,0,19,0,20,0,72,0,13,0,26,0,35,0,6,0,6,0,6,0,6,0,22,0,14,0,89,0,32,0,13,0
Roquan,Smith,Baltimore Ravens,MLB,Georgia,28,94,4/8/97,73,232,1,0,7,Reinforcement,Tackle Supreme,Mid Zone KO,Deflator,,,Field General - MLB,,89,0,87,0,81,0,98,0,80,0,91,0,41,0,78,0,12,0,36,0,54,0,40,0,72,0,82,0,11,0,60,0,88,0,87,0,95,0,47,0,22,0,14,0,10,0,22,0,69,0,12,0,94,0,45,0,45,0,45,0,10,0,93,0,68,0,56,0,98,0,22,0,45,0,45,0,45,0,Default Stride Loose,0,13,0,39,0,86,0,31,0,35,0,99,0,6,0,8,0,10,0,13,0,25,0,10,0,95,0,39,0,75,0
Sauce,Gardner,NY Jets,CB,Cincinnati,25,94,8/31/00,75,200,1,1,3,Shutdown,Acrobat,Inside Shade,Deep Out Zone KO,,,Manto Man - CB,Defense,94,0,91,0,92,0,98,0,65,0,93,0,72,0,55,0,20,0,61,0,64,0,64,0,76,0,91,0,18,0,52,0,69,0,55,0,96,0,75,0,16,0,17,0,40,0,21,0,96,0,22,0,94,0,35,0,35,0,35,0,6,0,95,0,38,0,96,0,78,0,35,0,35,0,35,0,35,0,Long Stride Default,0,32,0,65,0,93,0,67,0,41,0,54,0,6,0,6,0,6,0,6,0,27,0,10,0,92,0,36,0,95,0
Terry,McLaurin,Washington Commanders,WR,Ohio State,29,94,9/15/95,72,210,1,17,6,Double Me,Deep In Elite,Acrobat,,,,Deep Threat - WR,Offense,91,0,86,0,88,0,96,0,67,0,97,0,88,0,41,0,22,0,82,0,76,0,94,0,98,0,87,0,92,0,11,0,34,0,45,0,93,0,88,0,14,0,16,0,40,0,22,0,16,0,91,0,94,0,37,0,11,0,15,0,6,0,19,0,11,0,16,0,53,0,95,0,50,0,18,0,23,0,Short Stride Default,0,90,0,93,0,96,0,78,0,56,0,41,0,6,0,10,0,15,0,10,0,32,0,18,0,95,0,50,0,24,0
Trent,McDuffie,Kansas City Chiefs,CB,Washington,24,94,9/13/00,71,193,1,22,3,Deep Route KO,Inside Shade,,,,,Manto Man - CB,Defense,94,0,94,0,91,0,91,0,61,0,95,0,63,0,55,0,15,0,53,0,59,0,52,0,69,0,91,0,11,0,38,0,67,0,46,0,91,0,73,0,21,0,22,0,68,0,15,0,95,0,16,0,94,0,33,0,34,0,33,0,6,0,97,0,29,0,88,0,83,0,17,0,34,0,34,0,33,0,Short Stride Loose,0,26,0,61,0,92,0,66,0,23,0,68,0,6,0,6,0,6,0,6,0,27,0,10,0,86,0,26,0,92,0
A.J.,Brown,Philadelphia Eagles,WR,Ole Miss,28,93,6/30/97,73,226,1,11,6,Max Security,Short Out Elite,Runoff Elite,,,,Physical - WR,Offense,92,0,86,0,95,0,92,0,79,0,89,0,92,0,26,0,40,0,87,0,73,0,96,0,97,0,88,0,86,0,10,0,17,0,53,0,86,0,90,0,16,0,17,0,72,0,33,0,18,0,90,-1,93,0,41,0,19,0,24,0,16,0,15,0,10,0,16,0,33,0,93,0,57,0,31,0,37,0,Default Stride Loose,0,93,0,96,0,91,0,82,0,87,0,23,0,25,0,29,0,34,0,40,0,41,0,30,0,90,0,77,0,27,0
Derek,Stingley Jr,Houston Texans,CB,LSU,24,93,6/20/01,72,190,1,24,3,Shutdown,Pick Artist,Acrobat,Deep Out Zone KO,,,Zone - CB,Defense,93,0,94,0,93,0,96,0,63,0,95,0,78,0,49,0,25,0,65,0,63,0,71,0,83,0,92,0,30,0,44,0,69,0,47,0,87,0,84,0,19,0,20,0,72,0,18,0,93,0,35,0,93,0,25,0,34,0,33,0,10,0,95,0,36,0,84,0,75,0,44,0,25,0,34,0,33,0,Default Stride Loose,0,45,0,80,0,93,0,74,0,40,0,60,0,18,0,21,0,26,0,22,0,36,0,12,0,75,0,45,0,95,0
Joe,Thuney,Chicago Bears,LG,N.C. State,32,93,11/18/92,77,301,1,62,9,Post Up,Nasty Streak,,,,,Pass Protector - G,Offense,76,0,68,0,71,0,93,0,88,0,96,0,18,0,33,0,12,0,8,0,33,0,15,0,26,0,57,0,5,0,10,0,48,0,90,0,97,0,14,0,11,0,11,0,10,0,79,0,12,0,5,0,93,0,92,0,92,0,92,0,6,0,10,0,10,0,10,0,35,0,15,0,82,0,84,0,80,0,Default Stride Awkward,0,15,0,15,0,73,0,10,0,19,0,29,0,6,0,6,0,6,0,6,0,25,0,16,0,94,0,31,0,12,0
Mike,Evans,Tampa Bay Buccaneers,WR,Texas AM,32,93,8/21/93,77,231,1,13,11,Double Me,Deep Out Elite,Mid In Elite,Red Zone Threat,,,Physical - WR,Offense,89,0,81,0,97,0,93,0,78,0,93,0,89,0,35,0,22,0,82,0,80,0,97,0,95,0,82,0,87,0,10,0,15,0,63,0,92,0,83,0,24,0,25,0,55,0,49,0,40,0,89,0,93,0,45,0,23,0,25,0,10,0,15,0,10,0,20,0,25,0,96,0,60,0,35,0,38,0,Default Stride Loose,0,88,0,97,0,92,0,75,0,84,0,39,0,15,0,20,0,25,0,15,0,35,0,20,0,94,0,72,0,27,0
Nnamdi,Madubuike,Baltimore Ravens,DT,Texas AM,27,93,11/17/97,75,293,1,92,5,Inside Stuff,B.O.G.O.,,,,,,Defense,83,0,74,0,70,0,83,0,95,0,93,0,17,0,89,0,12,0,10,0,30,0,25,0,44,0,64,0,3,0,87,0,85,0,85,0,91,0,25,0,12,0,15,0,10,0,27,0,22,0,7,0,93,0,45,0,45,0,45,0,6,0,92,0,76,0,20,0,88,0,15,0,45,0,45,0,45,0,Default Stride Loose,0,15,0,28,0,81,0,30,0,25,0,96,0,6,0,6,0,6,0,6,0,16,0,10,0,88,0,34,0,26,0
Rashawn,Slater,Los Angeles Chargers,LT,Northwestern,26,93,3/26/99,76,315,1,70,4,Secure Protector,All Day,Omniscient,,,,Pass Protector - OT,Offense,81,0,68,0,80,0,89,0,93,0,88,0,12,0,25,0,12,0,12,0,24,0,15,0,25,0,60,0,5,0,24,0,21,0,94,0,88,0,10,0,15,0,11,0,10,0,82,0,12,0,10,0,93,0,95,0,92,0,97,0,6,0,24,0,30,0,10,0,29,0,12,0,84,0,87,0,80,0,Default Stride Awkward,0,12,0,15,0,75,0,10,0,15,0,35,0,6,0,6,0,6,0,6,0,10,0,15,0,88,0,25,0,9,0
Travis,Kelce,Kansas City Chiefs,TE,Cincinnati,35,93,10/5/89,77,250,1,87,12,Double Me,Deep Out Elite,Leap Frog,3rd Down Threat,,,Vertical Threat - TE,Offense,84,0,85,0,89,0,96,0,79,0,96,0,88,0,40,0,40,0,75,0,72,0,90,0,95,0,75,0,71,0,20,0,15,0,70,0,97,0,78,0,32,0,35,0,6,0,59,0,12,0,78,-1,93,0,64,0,61,0,62,0,29,0,15,0,20,0,10,0,42,0,78,0,65,0,63,0,62,0,Long Stride High and Tight,0,86,0,93,0,82,0,69,0,84,0,45,0,49,0,53,0,64,0,47,0,70,0,33,0,94,0,76,0,14,0
Trey,Hendrickson,Cincinnati Bengals,RE,FAU,30,93,12/5/94,76,265,1,91,8,Edge Threat,No Outsiders,,,,,Smaller Speed Rusher - DE,,87,0,83,2,81,0,88,0,83,1,98,1,45,0,78,0,12,0,28,0,41,0,30,0,44,0,68,3,6,0,96,0,84,0,83,0,92,0,39,0,17,0,17,0,10,0,18,0,36,0,10,0,93,1,45,0,45,0,44,0,6,0,97,-1,85,1,37,0,94,1,16,0,45,0,45,0,45,0,Long Stride High and Tight,0,17,0,27,0,84,0,28,0,42,0,87,1,6,0,6,0,6,0,6,0,23,0,14,0,84,0,43,0,41,0
Vita,Vea,Tampa Bay Buccaneers,DT,Washington,30,93,2/5/95,76,347,1,50,7,Fearmonger,El Toro,Unpredictable,Swim Club,,,,Defense,73,0,71,0,70,0,84,0,98,0,90,0,55,0,93,0,18,0,49,0,68,0,24,0,40,0,60,0,16,0,72,0,89,0,97,0,92,0,59,0,16,0,15,0,10,0,42,0,28,0,17,0,93,0,45,0,45,0,45,0,10,0,92,0,85,0,22,0,83,0,15,0,52,0,48,0,52,0,Long Stride Default,0,26,0,18,0,74,0,43,0,54,0,93,0,13,0,16,0,20,0,13,0,24,0,12,0,97,0,68,0,35,0
Xavier,McKinney,Green Bay Packers,SS,Alabama,26,93,8/9/99,72,201,1,29,5,Shutdown,Acrobat,Mid Zone KO,Pick Artist,,,Run Support - S,Defense,90,0,87,0,86,0,94,0,67,0,94,0,62,0,62,0,15,0,38,0,62,0,50,0,79,0,85,0,10,0,54,0,84,0,64,0,88,0,71,0,12,0,15,0,40,0,14,0,80,0,10,0,93,0,35,0,35,0,35,0,6,0,96,0,46,0,77,0,88,0,20,0,35,0,35,0,35,0,Default Stride Loose,0,10,0,72,0,88,0,62,0,47,0,83,0,6,0,6,0,6,0,6,0,25,0,10,0,91,0,37,0,90,0
Aidan,Hutchinson,Detroit Lions,LE,Michigan,25,92,8/9/00,78,265,0,97,3,Unstoppable Force,Edge Threat,B.O.G.O.,No Outsiders,,,Smaller Speed Rusher - DE,,89,0,85,0,85,0,87,0,87,0,93,-3,46,0,82,0,12,0,33,0,59,0,56,0,64,0,70,0,38,0,95,-1,85,0,89,0,91,0,52,0,12,0,14,0,10,0,30,0,43,0,44,0,92,-1,45,0,45,0,45,0,6,0,91,-3,88,-1,31,0,95,0,52,0,45,0,45,0,45,0,Long Stride Default,0,50,0,62,0,82,0,46,0,50,0,88,0,6,0,8,0,10,0,6,0,24,0,18,0,92,0,48,0,53,0
Bijan,Robinson,Atlanta Falcons,HB,Texas,23,92,1/30/02,71,215,0,7,2,First One Free,Juke Box,Energizer,Backfield Mismatch,,,Elusive Back - HB,Offense,92,0,89,0,90,0,87,0,81,0,88,0,89,0,32,0,37,0,90,0,95,0,63,0,71,0,91,0,58,0,10,0,34,0,51,0,93,0,96,0,19,0,23,0,71,0,49,0,13,0,63,0,92,0,55,0,39,0,46,0,20,0,22,0,10,0,18,0,37,0,64,0,46,0,39,0,40,0,Default,0,71,0,58,0,91,0,93,0,82,0,36,0,23,0,31,0,36,0,30,0,37,0,22,0,90,0,84,0,15,0
Budda,Baker,Arizona Cardinals,SS,Washington,29,92,1/10/96,70,195,1,3,8,Reinforcement,Mid Zone KO,Tackle Supreme,Flat Zone KO,,,Run Support - S,Defense,91,0,90,0,86,0,96,0,72,0,93,0,76,0,62,0,27,0,57,0,72,0,71,0,75,0,89,0,36,0,49,0,89,0,68,0,91,0,81,0,20,0,20,0,66,0,23,0,81,0,41,0,92,0,35,0,35,0,35,0,15,0,92,0,40,0,77,0,92,0,47,0,35,0,35,0,35,0,Short Stride Loose,0,51,0,75,0,90,0,72,0,36,0,81,0,10,0,10,0,15,0,15,0,25,0,17,0,93,0,36,0,84,0
Christian,Darrisaw,Minnesota Vikings,LT,Virginia Tech,26,92,6/2/99,77,315,1,71,4,Edge Protector,Post Up,Omniscient,,,,Pass Protector - OT,Offense,73,0,67,0,70,0,90,0,92,0,92,0,15,0,34,0,12,0,8,0,25,0,25,0,26,0,54,0,5,0,16,0,33,0,97,0,87,0,10,0,13,0,17,0,10,0,88,0,12,0,5,0,92,0,93,0,90,0,95,0,6,0,15,0,21,0,10,0,25,0,15,0,86,0,88,0,84,0,Default Stride Awkward,0,15,0,15,0,73,0,10,0,20,0,29,0,6,0,6,0,6,0,6,0,13,0,10,0,85,0,33,0,13,0
Jeffery,Simmons,Tennessee Titans,DT,Mississippi St.,28,92,7/28/97,76,305,1,98,6,El Toro,Run Stopper,Interior Threat,,,,,Defense,82,0,75,0,78,0,87,0,97,0,91,0,23,0,92,0,12,0,16,0,29,0,21,0,27,0,63,0,6,0,81,1,89,0,87,0,90,0,32,0,16,0,15,0,48,0,20,0,29,0,10,0,92,0,45,0,45,0,45,0,6,0,90,0,85,1,17,0,90,0,15,0,45,0,45,0,45,0,Long Stride Loose,0,18,0,19,0,78,0,28,0,23,0,86,0,6,0,6,0,6,0,6,0,20,0,10,0,89,0,26,0,39,0
Marlon,Humphrey,Baltimore Ravens,CB,Alabama,29,92,7/8/96,72,205,1,44,8,Short Route KO,Deep Route KO,Inside Shade,,,,Manto Man - CB,Defense,92,0,85,0,85,0,97,0,74,0,94,0,68,0,60,0,16,0,56,0,62,0,56,0,78,0,88,0,10,0,51,0,78,0,62,0,88,0,76,0,25,0,30,0,62,0,20,0,93,0,11,0,92,0,35,0,35,0,35,0,6,0,95,0,37,0,96,0,79,0,15,0,35,0,35,0,35,0,Short Stride Default,0,15,0,68,0,91,0,61,0,36,0,72,0,6,0,6,0,6,0,6,0,22,0,10,0,79,0,29,0,90,0
Minkah,Fitzpatrick,Miami Dolphins,FS,Alabama,28,92,11/17/96,73,207,0,29,7,Pick Artist,Tip Drill,Deep Out Zone KO,,,,Zone - S,Defense,92,0,91,0,90,0,93,0,64,0,91,0,81,0,60,0,18,0,58,0,66,0,59,0,79,0,86,0,18,0,50,0,85,0,63,0,94,0,79,0,13,0,15,0,68,0,18,0,82,0,23,0,92,0,35,0,35,0,35,0,6,0,92,0,38,0,77,0,85,0,29,0,35,0,35,0,35,0,Short Stride Loose,0,28,0,62,0,91,0,69,0,55,0,78,0,6,0,6,0,6,0,6,0,15,0,16,0,88,0,47,0,93,0
Quenton,Nelson,Indianapolis Colts,LG,Notre Dame,29,92,3/19/96,77,330,0,56,7,Puller Elite,Nasty Streak,,,,,Agile - G,Offense,67,0,67,0,67,0,90,0,95,0,99,0,16,0,27,0,12,0,11,0,35,0,10,0,19,0,57,0,10,0,10,0,28,0,95,0,95,0,12,0,15,0,21,0,10,0,94,0,9,0,10,0,92,0,89,0,91,0,87,0,6,0,18,0,10,0,10,0,36,0,12,0,90,0,89,0,91,0,Long Stride Awkward,0,10,0,12,0,70,0,10,0,10,0,34,0,6,0,6,0,6,0,6,0,27,0,15,0,91,0,37,0,10,0
Trey,McBride,Arizona Cardinals,TE,Colorado St.,25,92,11/22/99,76,246,1,85,3,Deep In Elite,,,,,,Vertical Threat - TE,Offense,90,0,76,0,94,0,88,0,73,0,95,0,81,0,45,0,17,0,72,0,75,0,88,0,98,0,72,0,76,0,29,0,32,0,67,0,92,0,71,0,20,0,22,0,35,0,52,0,15,0,80,0,92,0,60,0,61,0,59,0,6,0,32,0,25,0,10,0,41,0,80,0,60,0,59,0,56,0,Long Stride Default,0,85,0,88,0,87,0,64,0,68,0,38,0,6,0,10,0,15,0,10,0,33,0,10,0,87,0,68,0,20,0
Antoine,Winfield Jr,Tampa Bay Buccaneers,FS,Minnesota,27,91,8/16/98,69,203,1,31,5,Shutdown,Tip Drill,Acrobat,,,,Run Support - S,Defense,92,0,88,0,89,0,94,0,59,0,94,0,82,0,63,0,21,0,72,0,67,0,71,0,77,0,86,0,15,0,57,0,86,0,64,0,88,0,83,0,20,0,20,0,83,0,18,0,80,0,20,0,91,0,35,0,35,0,35,0,6,0,95,0,46,0,68,0,90,0,33,0,35,0,35,0,35,0,Short Stride Default,0,30,0,73,0,90,0,73,0,53,0,77,0,6,0,6,0,6,0,6,0,35,0,13,0,87,0,52,0,87,0
Bobby,Wagner,Washington Commanders,MLB,Utah State,35,91,6/27/90,72,242,1,54,13,,,,,,,Run Stopper - MLB,,84,0,80,0,89,0,94,0,78,0,97,0,48,0,82,0,12,0,23,0,61,0,15,0,75,0,70,0,5,0,65,0,92,0,91,0,97,0,42,0,20,0,20,0,10,0,28,0,58,0,5,0,91,0,45,0,45,0,45,0,6,0,96,0,73,0,42,0,93,0,12,0,45,0,45,0,45,0,Default Stride Awkward,0,15,0,48,0,84,0,24,0,53,0,98,0,6,0,6,0,6,0,6,0,25,0,10,0,74,0,41,0,65,0
Brock,Bowers,Las Vegas Raiders,TE,Georgia,22,91,12/13/02,75,243,1,89,1,Double Me,Deep Out Elite,Tank,Route Technician,,,Vertical Threat - TE,Offense,91,0,86,0,84,0,92,0,75,0,92,0,83,0,46,0,12,0,74,0,74,0,85,0,96,0,82,0,75,3,31,0,51,0,66,0,91,0,77,0,16,0,23,0,35,0,58,0,23,0,79,2,91,1,57,0,57,0,53,0,6,0,18,0,29,0,26,0,55,0,80,3,61,0,60,0,55,0,Long Stride Default,0,83,0,88,0,89,0,67,0,74,0,49,0,6,0,10,0,15,0,10,0,36,0,15,0,94,0,74,0,29,0
Danielle,Hunter,Houston Texans,RE,LSU,30,91,10/29/94,77,263,1,55,10,Reach Elite,Speedster,,,,,Smaller Speed Rusher - DE,,88,0,83,0,88,0,86,0,82,0,95,0,35,0,83,0,12,0,24,0,46,0,10,0,36,0,71,0,2,0,93,0,77,0,87,0,86,0,40,0,11,0,15,0,10,0,14,0,38,0,3,0,91,0,45,0,45,0,45,0,6,0,90,0,84,0,30,0,90,0,12,0,45,0,45,0,45,0,Default Stride Loose,0,10,0,12,0,88,0,55,0,28,0,87,0,6,0,6,0,6,0,6,0,15,0,12,0,81,0,44,0,50,0
Denzel,Ward,Cleveland Browns,CB,Ohio State,28,91,4/28/97,71,190,1,21,7,Acrobat,Deep Route KO,,,,,Manto Man - CB,Defense,94,0,94,0,92,0,92,0,61,0,89,0,66,0,50,0,18,0,60,0,66,0,48,0,78,0,95,0,20,0,33,0,72,0,51,0,88,0,80,0,13,0,18,0,67,0,17,0,93,1,26,0,91,1,35,0,35,0,35,0,6,0,88,0,26,0,86,0,72,0,26,0,35,0,35,0,35,0,Short Stride Loose,0,30,0,66,0,93,0,66,0,28,0,49,0,8,0,10,0,15,0,6,0,31,0,15,0,86,0,19,0,89,1
Dion,Dawkins,Buffalo Bills,LT,Temple,31,91,4/26/94,77,320,1,73,8,,,,,,,Pass Protector - OT,Offense,71,0,70,0,66,0,91,0,92,0,97,0,17,0,27,0,12,0,8,0,28,0,10,0,41,0,52,0,10,0,10,0,40,0,91,0,95,0,22,0,22,0,24,0,10,0,90,0,12,0,14,0,91,0,91,0,89,0,93,0,6,0,13,0,10,0,10,0,24,0,19,0,84,0,82,0,87,0,Default Stride Awkward,0,25,0,12,0,75,0,11,0,27,0,31,0,6,0,6,0,6,0,6,0,23,0,14,0,86,0,33,0,15,0
Drake,London,Atlanta Falcons,WR,USC,24,91,7/24/01,76,213,0,5,3,Acrobat,Short Out Elite,,,,,Physical - WR,Offense,92,0,88,0,97,0,89,0,77,0,94,0,84,0,23,0,21,0,83,0,73,0,93,0,97,0,88,0,78,0,10,0,25,0,48,0,89,0,82,0,17,0,14,0,38,0,29,0,11,0,85,-1,91,0,33,0,20,0,25,0,10,0,15,0,10,0,14,0,29,0,91,0,50,0,24,0,27,0,Long Stride Default,0,87,0,95,0,88,0,76,0,73,0,42,0,10,0,15,0,20,0,12,0,25,0,14,0,88,0,76,0,18,0
Joe,Mixon,Houston Texans,HB,Oklahoma,29,91,7/24/96,73,220,1,28,8,Wrecking Ball,Bruiser,Energizer,Backfield Mismatch,,,Elusive Back - HB,Offense,91,0,89,0,84,0,94,0,82,0,91,0,95,0,34,0,22,0,88,0,98,0,64,0,75,0,88,0,56,0,14,0,38,0,43,0,89,0,91,0,16,0,24,0,76,0,46,0,10,0,58,0,91,0,55,0,26,0,31,0,28,0,15,0,11,0,12,0,38,0,52,0,58,0,35,0,36,0,Default,0,65,0,72,0,92,0,81,0,88,0,37,0,29,0,33,0,38,0,36,0,46,0,17,0,91,0,85,0,20,0
Kevin,Zeitler,Tennessee Titans,RG,Wisconsin,35,91,3/8/90,76,339,1,70,13,,,,,,,Pass Protector - G,Offense,67,0,56,0,72,0,94,0,91,0,98,0,10,0,15,0,12,0,6,0,40,0,15,0,15,0,52,0,5,0,10,0,20,0,92,0,95,0,10,0,16,0,18,0,10,0,88,0,13,0,5,0,91,0,90,0,87,0,92,0,6,0,13,0,10,0,10,0,21,0,15,0,81,0,78,0,83,0,Default Stride Awkward,0,15,0,15,0,73,0,10,0,10,0,25,0,6,0,6,0,6,0,6,0,12,0,14,0,96,0,20,0,15,0
Kyle,Hamilton,Baltimore Ravens,SS,Notre Dame,24,91,3/16/01,76,221,1,14,3,Reinforcement,Out My Way,Outmatched,,,,Run Support - S,Defense,91,0,87,0,91,0,91,0,72,0,89,1,70,0,68,0,35,0,57,0,68,0,68,0,78,0,79,0,32,0,68,0,88,0,67,0,89,0,73,0,21,0,22,0,35,0,34,0,86,1,34,0,91,1,35,0,35,0,35,0,15,0,92,1,52,0,88,0,94,0,44,0,35,0,35,0,35,0,Long Stride Default,0,37,0,72,0,88,0,65,0,55,0,77,0,20,0,24,0,28,0,33,0,36,0,20,0,87,0,55,0,83,1
Quinnen,Williams,NY Jets,DT,Alabama,27,91,12/20/97,75,303,1,95,6,Fearmonger,El Toro,Unpredictable,Run Stopper,Interior Threat,,,Defense,83,0,79,0,75,0,81,0,92,0,92,0,26,0,91,0,12,0,16,0,39,0,22,0,34,0,62,0,5,0,80,0,85,0,91,0,91,0,29,0,17,0,17,0,9,0,39,0,18,0,8,0,91,0,44,0,45,0,44,0,6,0,91,0,87,0,14,0,88,0,15,0,45,0,45,0,46,0,Long Stride Loose,0,13,0,21,0,84,0,24,0,44,0,88,0,6,0,6,0,6,0,6,0,23,0,12,0,90,0,41,0,30,0
Davante,Adams,Los Angeles Rams,WR,Fresno State,32,90,12/24/92,73,215,1,17,11,Route Technician,Acrobat,,,,,,Offense,89,0,94,0,95,0,97,0,63,0,92,0,94,0,52,0,22,0,85,0,76,0,91,0,88,0,94,0,91,0,10,0,15,0,45,0,97,0,90,0,30,0,25,0,45,0,25,0,18,0,92,0,90,0,38,0,17,0,13,0,6,0,26,0,10,0,25,0,43,0,94,0,48,0,12,0,20,0,Default Stride Loose,0,91,-1,94,0,89,0,83,0,75,0,42,0,6,0,10,0,15,0,10,0,45,0,20,0,88,0,63,0,24,0
Demario,Davis,New Orleans Saints,MLB,Arkansas St.,36,90,1/11/89,74,248,1,56,13,Reinforcement,Secure Tackler,Outmatched,Out My Way,,,Field General - MLB,,87,0,78,0,86,0,96,0,85,0,96,0,20,0,77,0,12,0,25,0,62,0,15,0,63,0,72,0,5,0,64,0,90,0,89,0,98,0,25,0,20,0,26,0,10,0,24,0,68,0,5,0,90,0,45,0,45,0,45,0,6,0,95,0,57,0,40,0,92,0,12,0,45,0,45,0,45,0,Long Stride Default,0,15,0,15,0,88,0,15,0,45,0,91,0,6,0,6,0,6,0,6,0,25,0,16,0,93,0,45,0,76,0
Jaire,Alexander,Baltimore Ravens,CB,Louisville,28,90,2/9/97,70,196,1,23,7,Shutdown,Short Route KO,Acrobat,Outside Shade,,,Manto Man - CB,Defense,93,0,92,0,85,0,93,0,60,0,88,0,71,0,53,0,22,0,64,0,62,0,56,0,78,0,94,0,13,0,36,0,66,0,57,0,86,0,85,0,13,0,22,0,81,0,13,0,93,-2,15,0,90,-1,35,0,35,0,35,0,6,0,87,0,24,0,91,0,76,0,14,0,35,0,35,0,35,0,Short Stride Loose,0,20,0,66,0,91,0,77,0,26,0,52,0,6,0,6,0,6,0,6,0,26,0,13,0,64,0,25,0,92,-2
